ISSN(Online),ISSN(Print),journal
"
","0299960
",South African pharmaceutical journal. Suid-Afrikaanse tydskrif vir apteekwese
"
","8344760
",South African pharmaceutical journal. Suid-Afrikaanse tydskrif vir apteekwese
"16179625
","0707266
",South African pharmaceutical journal. Suid-Afrikaanse tydskrif vir apteekwese
"17568935
",,South African pharmaceutical journal. Suid-Afrikaanse tydskrif vir apteekwese
"17571146
",,South African pharmaceutical journal. Suid-Afrikaanse tydskrif vir apteekwese
"1878013X
","755599X
",South African pharmaceutical journal. Suid-Afrikaanse tydskrif vir apteekwese
"
",,South African pharmaceutical journal. Suid-Afrikaanse tydskrif vir apteekwese
"
","038703X
",The Queensland dental journal
"
",,The Queensland dental journal
"
",,The Queensland dental journal
"
",,The Queensland dental journal
"
",,The Queensland dental journal
"
",,The Queensland dental journal
"
","1766287
",The Queensland dental journal
"
",,The Queensland dental journal
"
",,The Queensland dental journal
"
",,The Queensland dental journal
"
","8886423
",The Queensland dental journal
"
","0407674
",The Queensland dental journal
"
","1931334
",The Queensland dental journal
"
","0976989
",The Queensland dental journal
"
","0431176
",The Queensland dental journal
"
",,The Queensland dental journal
"
",,The Queensland dental journal
"
",,The Queensland dental journal
"
",,The Queensland dental journal
"
",,The Queensland dental journal
"
",,The Queensland dental journal
"
","0444081
",The Queensland dental journal
"
","0969230
",The Queensland dental journal
"
","0072292
",The Queensland dental journal
"19373376
","9373368
",The Queensland dental journal
"19373392
","9373384
",The Queensland dental journal
"18733565
","5848547
",The Queensland dental journal
"17459125
","0111384
",Criminology : an interdisciplinary journal
"
","0963003
",Criminology : an interdisciplinary journal
"15516709
","3640213
",Criminology : an interdisciplinary journal
"
","8927553
",Criminology : an interdisciplinary journal
"15487148
","0884602
",Criminology : an interdisciplinary journal
"
","388235X
",Criminology : an interdisciplinary journal
"
","536836X
",Criminology : an interdisciplinary journal
"17406773
",,Criminology : an interdisciplinary journal
"
","573398X
",Criminology : an interdisciplinary journal
"17517893
","7517885
",Criminology : an interdisciplinary journal
"18780253
","7494613
",Criminology : an interdisciplinary journal
"19336942
","9336934
",Criminology : an interdisciplinary journal
"
","1652125
",Criminology : an interdisciplinary journal
"15372715
","0618600
",Criminology : an interdisciplinary journal
"
","3091708
",Criminology : an interdisciplinary journal
"
",,Criminology : an interdisciplinary journal
"
","9263373
",Criminology : an interdisciplinary journal
"
",,Criminology : an interdisciplinary journal
"17312531
","6425758
",Criminology : an interdisciplinary journal
"
","2091712
",Criminology : an interdisciplinary journal
"17555922
","7555914
",Criminology : an interdisciplinary journal
"1937190X
","9371918
",Criminology : an interdisciplinary journal
"
","4792915
",Criminology : an interdisciplinary journal
"13057464
","3057456
",European journal of dentistry
"15589544
","1946191
",European journal of dentistry
"18196357
","9932820
",The Libyan journal of medicine
"17555949
","7555930
",The Libyan journal of medicine
"21688966
","0905364
",The Libyan journal of medicine
"
","7317107
",The Libyan journal of medicine
"13645544
","2679477
",The Libyan journal of medicine
"
","0406638
",The Libyan journal of medicine
"
","0634266
",The Libyan journal of medicine
"
","3551841
",The Libyan journal of medicine
"
","0225096
",The Libyan journal of medicine
"
","4659891
",The Libyan journal of medicine
"15523969
","525822X
",The Libyan journal of medicine
"
","9598324
",Microelectronics journal
"16163028
","616301X
",Microelectronics journal
"
","5541134
",International journal of cancer prevention
"17406765
",,International journal of cancer prevention
"17441706
","7441692
",International journal of cancer prevention
"17466318
","746630X
",International journal of cancer prevention
"19371578
","9351089
",International journal of cancer prevention
"18744702
","8744672
",International journal of cancer prevention
"18744745
","8744737
",International journal of cancer prevention
"
","3932834
",International journal of cancer prevention
"
","9591524
",International journal of cancer prevention
"
","0262714
",International journal of cancer prevention
"
","0577408
",Journal of consumer psychology : the official journal of the Society for Consumer Psychology
"07393717
","0489002
",Journal of consumer psychology : the official journal of the Society for Consumer Psychology
"
","9603174
",Journal of consumer psychology : the official journal of the Society for Consumer Psychology
"
","3043886
",Journal of consumer psychology : the official journal of the Society for Consumer Psychology
"
","4363240
",Stochastic environmental research and risk assessment : research journal
"
","0170405
",Stochastic environmental research and risk assessment : research journal
"
","5564681
",Stochastic environmental research and risk assessment : research journal
"19469365
","9464967
",Stochastic environmental research and risk assessment : research journal
"1864564X
","8645631
",Stochastic environmental research and risk assessment : research journal
"1447056X
","4441683
",Stochastic environmental research and risk assessment : research journal
"17571626
",,Cases journal
"17574749
",,Cases journal
"17572215
",,Cases journal
"17575036
",,Cases journal
"
",,Cases journal
"19412703
","9412711
",Cases journal
"16511948
","4038196
",Cases journal
"18767737
","8743919
",Cases journal
"19365233
",,Cases journal
"1756994X
",,Cases journal
"
","9376448
",Cases journal
"18651569
","8651550
",Cases journal
"15593258
",,Cases journal
"19361238
","936122X
",Cases journal
"1940087X
",,Cases journal
"16876377
","6876369
",Cases journal
"17538165
","7538157
",Cases journal
"14209055
","0151621
",Cases journal
"19405529
","9405510
",Cases journal
"17577241
",,"Scandinavian journal of trauma, resuscitation and emergency medicine"
"23852070
","7232007
","Scandinavian journal of trauma, resuscitation and emergency medicine"
"18975593
",,Cardiology journal
"19336969
","9336950
",Cardiology journal
"22123938
","5748847
",Cardiology journal
"22123911
","5748863
",Cardiology journal
"15317013
","0872418
",Cardiology journal
"17514266
","7514258
",Cardiology journal
"16623797
","6609263
",Cardiology journal
"14470594
","4441586
",Cardiology journal
"1744134X
","7441331
",Cardiology journal
"17246067
","1207000
",Hip international : the journal of clinical and experimental research on hip pathology and therapy
"17474949
","7474930
",International journal of stroke : official journal of the International Stroke Society
"19322267
","9322259
",International journal of stroke : official journal of the International Stroke Society
"18780210
","7519918
",International journal of stroke : official journal of the International Stroke Society
"14791064
","4791072
",International journal of stroke : official journal of the International Stroke Society
"
","4845986
",International journal of stroke : official journal of the International Stroke Society
"18756557
","573403X
",International journal of stroke : official journal of the International Stroke Society
"14220067
",,International journal of molecular sciences
"19722680
","0366590
",International journal of molecular sciences
"15565246
","556522X
",International journal of molecular sciences
"19349300
","9349297
",International journal of molecular sciences
"19348533
","9348525
",International journal of molecular sciences
"19388969
","9417322
",International journal of molecular sciences
"
","0729752
",International journal of molecular sciences
"16625099
",,International journal of molecular sciences
"16625110
",,International journal of molecular sciences
"16625102
",,International journal of molecular sciences
"16625137
",,International journal of molecular sciences
"16625129
",,International journal of molecular sciences
"16625145
",,International journal of molecular sciences
"16625153
",,International journal of molecular sciences
"16625188
",,International journal of molecular sciences
"16625161
",,International journal of molecular sciences
"16625218
",,International journal of molecular sciences
"16625196
",,International journal of molecular sciences
"16626427
",,International journal of molecular sciences
"16626443
",,International journal of molecular sciences
"1755618X
","7556171
",International journal of molecular sciences
"17582652
",,International journal of molecular sciences
"18767478
","8747787
",International journal of molecular sciences
"18219241
","8216404
",Tanzania journal of health research
"
",,Tanzania journal of health research
"
",,Tanzania journal of health research
"
",,Tanzania journal of health research
"
",,Tanzania journal of health research
"
",,Tanzania journal of health research
"
",,Clinical Society journal
"
","0072133
",Clinical Society journal
"
",,Clinical Society journal
"
",,Clinical Society journal
"
","004489X
",Clinical Society journal
"
","098471X
",Clinical Society journal
"
",,Clinical Society journal
"
",,Clinical Society journal
"
","369299X
",Clinical Society journal
"
",,Clinical Society journal
"
","0932914
",Clinical Society journal
"
","3018652
",Clinical Society journal
"
","3655652
",Clinical Society journal
"
","0984426
",Clinical Society journal
"
","0984388
",Clinical Society journal
"
","0231592
",Clinical Society journal
"
",,Clinical Society journal
"
","0280186
",Clinical Society journal
"
",,Clinical Society journal
"
","364684X
",Clinical Society journal
"
","1906992
",Clinical Society journal
"
","0287660
",Clinical Society journal
"
","3097366
",Clinical Society journal
"
","2729059
",Clinical Society journal
"
","0223662
",Clinical Society journal
"
",,Clinical Society journal
"
","730188X
",Clinical Society journal
"
","6976304
",Clinical Society journal
"
",,Clinical Society journal
"
",,Clinical Society journal
"15213889
","0033804
",Clinical Society journal
"
",,Clinical Society journal
"
",,The Australasian nurses' journal
"
",,The British journal of nursing
"
","3662705
",The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
","0454001
",The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
","3681408
",The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
","3651711
",The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
","2125129
",The British journal of nursing
"
",,The British journal of nursing
"15563715
","5563707
",The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
","0333522
",The British journal of nursing
"
",,The British journal of nursing
"
","3697924
",The British journal of nursing
"
",,The British journal of nursing
"
","0658480
",The British journal of nursing
"
","0804576
",The British journal of nursing
"
","2530422
",The British journal of nursing
"
","7334400
",The British journal of nursing
"
",,The British journal of nursing
"
","3921026
",The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
","3696464
",The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
",,The British journal of nursing
"
","3910423
",The British journal of nursing
"
",,The British journal of nursing
"
",,Pre-medical journal of Columbia University
"
","370145X
",Pre-medical journal of Columbia University
"
","0334529
",Pre-medical journal of Columbia University
"
",,Pre-medical journal of Columbia University
"
","0353361
",Pre-medical journal of Columbia University
"
","0964026
",Pre-medical journal of Columbia University
"
",,Pre-medical journal of Columbia University
"
",,Pre-medical journal of Columbia University
"
","0999652
",Pre-medical journal of Columbia University
"
",,Pre-medical journal of Columbia University
"
",,Pre-medical journal of Columbia University
"
",,Pre-medical journal of Columbia University
"
",,Pre-medical journal of Columbia University
"
",,Pre-medical journal of Columbia University
"
",,Pre-medical journal of Columbia University
"
","0492116
",Pre-medical journal of Columbia University
"
","0807400
",Pre-medical journal of Columbia University
"15589455
","5589447
",Pre-medical journal of Columbia University
"1935469X
","5547477
",Pre-medical journal of Columbia University
"1662453X
","6624548
",Pre-medical journal of Columbia University
"21538166
","9412797
",Pre-medical journal of Columbia University
"
","303402X
",Pre-medical journal of Columbia University
"14683148
","3602322
",Pre-medical journal of Columbia University
"
","1932691
",Pre-medical journal of Columbia University
"
","0189448
",Pre-medical journal of Columbia University
"
","2959022
",Pre-medical journal of Columbia University
"17459133
","5386473
",Pre-medical journal of Columbia University
"
","5326306
",International journal of men's health
"18759041
","3042580
",International journal of men's health
"10970126
","9598103
",International journal of men's health
"15587924
","5587916
",International journal of men's health
"13497723
","3451324
",International journal of men's health
"17510724
",,IBS journal of science
"19324731
",,"The journal of speech and language pathology, applied behavior analysis"
"19368445
","9368437
","The journal of speech and language pathology, applied behavior analysis"
"1936086X
","9360851
","The journal of speech and language pathology, applied behavior analysis"
"17529867
","6742052
","The journal of speech and language pathology, applied behavior analysis"
"17486653
","7486645
","The journal of speech and language pathology, applied behavior analysis"
"19336926
","9336918
","The journal of speech and language pathology, applied behavior analysis"
"1874091X
",,The open biochemistry journal
"
","1422421
",The open biochemistry journal
"19428022
","5251071
",Justice research and policy : journal of the Justice Research and Statistics Association : JRP
"1477271X
","5614263
",Police practice & research : an international journal
"13652435
","2698463
",Police practice & research : an international journal
"
","363951X
",Police practice & research : an international journal
"
","888613X
",International journal of approximate reasoning : official publication of the North American Fuzzy Information Processing Society
"19406215
","9406207
",International journal of approximate reasoning : official publication of the North American Fuzzy Information Processing Society
"19417330
","9326157
",International journal of approximate reasoning : official publication of the North American Fuzzy Information Processing Society
"18726119
","0200190
",International journal of approximate reasoning : official publication of the North American Fuzzy Information Processing Society
"
","8722423
",International journal of approximate reasoning : official publication of the North American Fuzzy Information Processing Society
"18741894
",,The open clinical cancer journal
"14389312
","4387697
",European journal of lipid science and technology : EJLST
"19160216
","9160208
",European journal of lipid science and technology : EJLST
"
","0106030
",European journal of lipid science and technology : EJLST
"15271889
","0400656
",NWSA journal : a publication of the National Women's Studies Association
"
","8742262
",The open immunology journal
"
","3506307
",The open immunology journal
"18746136
",,The open AIDS journal
"18743579
",,The open virology journal
"18743064
",,The open respiratory medicine journal
"18744346
",,The open nursing journal
"18742106
",,The open dentistry journal
"18741924
",,The open cardiovascular medicine journal
"18743129
",,The open rheumatology journal
"18743641
",,The open ophthalmology journal
"17596831
","6744918
",The open ophthalmology journal
"13646907
","3590847
",The open ophthalmology journal
"17530792
","7530784
",The open ophthalmology journal
"11782234
",,The open ophthalmology journal
"19362625
",,International journal of clinical and experimental pathology
"19457111
","0134651
",International journal of clinical and experimental pathology
"
","7319487
",Learning disability quarterly : journal of the Division for Children with Learning Disabilities
"
","0408800
",Learning disability quarterly : journal of the Division for Children with Learning Disabilities
"
","0664807
","Family journal (Alexandria, Va.)"
"24548316
","9719962
",Indian journal of social psychiatry
"18728138
","2628856
",Indian journal of social psychiatry
"
","9205691
",International journal of computer vision
"22123881
","5734013
",International journal of computer vision
"17530067
","7530059
",International journal of computer vision
"19366760
","9363001
",International journal of computer vision
"19413084
","9413149
",International journal of computer vision
"
","5504085
",International journal of computer vision
"
","9395914
",International journal of computer vision
"
","5403459
",Multiscale modeling & simulation : a SIAM interdisciplinary journal
"
","5481457
",Multiscale modeling & simulation : a SIAM interdisciplinary journal
"15544893
",,Multiscale modeling & simulation : a SIAM interdisciplinary journal
"14617218
","0126902
",Multiscale modeling & simulation : a SIAM interdisciplinary journal
"18747698
",,Multiscale modeling & simulation : a SIAM interdisciplinary journal
"19357524
",,Electronic journal of statistics
"15526291
","5526283
",International journal on Semantic Web and information systems
"18750397
",,The open proteomics journal
"19342608
",,The open proteomics journal
"
","6134982
",The open proteomics journal
"16876180
","6876172
",EURASIP journal on advances in signal processing
"
","9395965
",International journal of child health and human development : IJCHD
"18746209
",,The open sleep journal
"14397617
","4398516
",The open sleep journal
"18742858
",,The open microbiology journal
"18744311
",,The open medical informatics journal
"18743250
",,The open orthopaedics journal
"18744400
",,The open neuroimaging journal
"1874205X
",,The open neurology journal
"17494893
","7494885
",The open neurology journal
"18974287
","7312302
",The open neurology journal
"
","1498886
",The open neurology journal
"15322963
","9582592
",The open neurology journal
"
","0680667
",The open neurology journal
"
","9687637
",The open neurology journal
"
","1678655
",The open neurology journal
"
","9599428
",The open neurology journal
"
","0897089
",Bell Labs technical journal
"1681715X
","682024X
",Pakistan journal of medical sciences
"14767392
","6066359
",Pakistan journal of medical sciences
"
","537064X
",The journal of applied research
"15558592
","5476278
",The journal of applied research
"18756166
","8715249
",The journal of applied research
"1557055X
","5570541
",The journal of applied research
"17486718
","748670X
",The journal of applied research
"17460808
","7460794
",The journal of applied research
"
","5568539
",The journal of applied research
"17520371
","7520363
",The journal of applied research
"18744729
","8744710
",The journal of applied research
"19405901
",,International journal of clinical and experimental medicine
"1874270X
","8742718
",International journal of clinical and experimental medicine
"1532785X
","5213269
",International journal of clinical and experimental medicine
"19312466
","9312458
",International journal of clinical and experimental medicine
"21694052
","3611981
",International journal of clinical and experimental medicine
"14664461
","3669877
",International journal of clinical and experimental medicine
"19367414
","9367406
",International journal of clinical and experimental medicine
"15577805
","0913367
",International journal of clinical and experimental medicine
"20082517
","7357179
",Iranian journal of arthropod-borne diseases
"
",,King's law journal : KLJ
"1687630X
","6876121
",King's law journal : KLJ
"18648312
","8637221
",King's law journal : KLJ
"23328363
","1648344
",King's law journal : KLJ
"19416636
","9416628
",King's law journal : KLJ
"15393429
","4708175
",King's law journal : KLJ
"15322890
","5322882
",King's law journal : KLJ
"21910367
","1911231
",International journal on disability and human development : IJDHD
"17520908
","7520894
",International journal on disability and human development : IJDHD
"
",,International journal on disability and human development : IJDHD
"
",,International journal on disability and human development : IJDHD
"0974276X
",,International journal on disability and human development : IJDHD
"17548411
","7548403
",International journal on disability and human development : IJDHD
"17582555
",,International journal on disability and human development : IJDHD
"22121692
","8759572
",International journal on disability and human development : IJDHD
"07179502
","7179367
",International journal of morphology = Revista internacional de morfologia
"
",,International journal of morphology = Revista internacional de morfologia
"
","1310898
",International journal of morphology = Revista internacional de morfologia
"
","3779696
",International journal of morphology = Revista internacional de morfologia
"
","1445596
",International journal of morphology = Revista internacional de morfologia
"23330600
","8859698
",International journal of morphology = Revista internacional de morfologia
"13699261
","1440546
",New journal of chemistry = Nouveau journal de chimie
"
",,New journal of chemistry = Nouveau journal de chimie
"
","3591789
",New journal of chemistry = Nouveau journal de chimie
"
","2719460
",New journal of chemistry = Nouveau journal de chimie
"
","2730979
",New journal of chemistry = Nouveau journal de chimie
"
","0071080
",British journal of industrial relations
"
","3062619
",British journal of industrial relations
"
",,British journal of industrial relations
"
",,British journal of industrial relations
"
","2769824
",British journal of industrial relations
"
",,British journal of industrial relations
"
",,British journal of industrial relations
"
",,British journal of industrial relations
"
",,British journal of industrial relations
"
",,British journal of industrial relations
"
",,British journal of industrial relations
"
","3630803
",British journal of industrial relations
"
","7564386
",British journal of industrial relations
"
",,British journal of industrial relations
"
",,British journal of industrial relations
"16123174
",,German medical science : GMS e-journal
"
","0207187
",International journal of early childhood = Revue internationale de l'enfance prescolaire = Revista internacional de la infancia pre-escolar
"
","2655012
",International journal of early childhood = Revue internationale de l'enfance prescolaire = Revista internacional de la infancia pre-escolar
"
","7474938
",International journal of early childhood = Revue internationale de l'enfance prescolaire = Revista internacional de la infancia pre-escolar
"
","9523987
",International journal of early childhood = Revue internationale de l'enfance prescolaire = Revista internacional de la infancia pre-escolar
"
","2613794
",International journal of early childhood = Revue internationale de l'enfance prescolaire = Revista internacional de la infancia pre-escolar
"
","2548372
",International journal of early childhood = Revue internationale de l'enfance prescolaire = Revista internacional de la infancia pre-escolar
"
","8856559
",The Pedagogical seminary and journal of genetic psychology
"
","0347817
",The Pedagogical seminary and journal of genetic psychology
"
","0130079
",The Pedagogical seminary and journal of genetic psychology
"14679469
","3036898
","Scandinavian journal of statistics, theory and applications"
"13475916
","0332852
",Psychologia : an international journal of psychology in the Orient
"
","3402312
",Psychologia : an international journal of psychology in the Orient
"
","9355901
",Psychologia : an international journal of psychology in the Orient
"
","3050483
",Psychologia : an international journal of psychology in the Orient
"
",,Psychologia : an international journal of psychology in the Orient
"
","160922X
",Psychologia : an international journal of psychology in the Orient
"
","0368261
",Psychologia : an international journal of psychology in the Orient
"
","0036390
",Psychologia : an international journal of psychology in the Orient
"
","0040428
",Psychologia : an international journal of psychology in the Orient
"
","3920283
",Psychologia : an international journal of psychology in the Orient
"
",,Psychologia : an international journal of psychology in the Orient
"
","3157601
",Psychologia : an international journal of psychology in the Orient
"
","0662135
",Psychologia : an international journal of psychology in the Orient
"
","2781476
",Psychologia : an international journal of psychology in the Orient
"
","0278041
",Psychologia : an international journal of psychology in the Orient
"
","3068463
",Psychologia : an international journal of psychology in the Orient
"
","0234869
",Psychologia : an international journal of psychology in the Orient
"
","1534092
",Psychologia : an international journal of psychology in the Orient
"
","5830249
",Psychologia : an international journal of psychology in the Orient
"
","1321366
",Psychologia : an international journal of psychology in the Orient
"
","3466272
",Psychologia : an international journal of psychology in the Orient
"
","8946019
",Psychologia : an international journal of psychology in the Orient
"
","0110070
",Psychologia : an international journal of psychology in the Orient
"14679620
","1614681
",Psychologia : an international journal of psychology in the Orient
"15327930
","161956X
",PJE. Peabody journal of education
"
","0000798
",PJE. Peabody journal of education
"
","0124273
",PJE. Peabody journal of education
"
","1393375
",PJE. Peabody journal of education
"
",,PJE. Peabody journal of education
"
","3480763
",PJE. Peabody journal of education
"
","7739273
",PJE. Peabody journal of education
"
","040375X
",PJE. Peabody journal of education
"
","0356247
",PJE. Peabody journal of education
"
","011099X
",PJE. Peabody journal of education
"
","1847651
",PJE. Peabody journal of education
"
","3165973
",PJE. Peabody journal of education
"
","7515294
",PJE. Peabody journal of education
"
","3933172
",PJE. Peabody journal of education
"
","7761252
",PJE. Peabody journal of education
"
","730904X
",Explorations in ethnic studies : the journal of the National Association of Interdisciplinary Ethnic Studies
"
","7730136
",Explorations in ethnic studies : the journal of the National Association of Interdisciplinary Ethnic Studies
"
","5699789
",Explorations in ethnic studies : the journal of the National Association of Interdisciplinary Ethnic Studies
"
","0192287
",Explorations in ethnic studies : the journal of the National Association of Interdisciplinary Ethnic Studies
"
","0168386
",Explorations in ethnic studies : the journal of the National Association of Interdisciplinary Ethnic Studies
"
","3735478
",Explorations in ethnic studies : the journal of the National Association of Interdisciplinary Ethnic Studies
"
","3609049
",Explorations in ethnic studies : the journal of the National Association of Interdisciplinary Ethnic Studies
"
","3732665
",Explorations in ethnic studies : the journal of the National Association of Interdisciplinary Ethnic Studies
"
","0217239
",Explorations in ethnic studies : the journal of the National Association of Interdisciplinary Ethnic Studies
"
","0250171
",Explorations in ethnic studies : the journal of the National Association of Interdisciplinary Ethnic Studies
"16628063
","6624246
",Explorations in ethnic studies : the journal of the National Association of Interdisciplinary Ethnic Studies
"19393229
","9393210
",Explorations in ethnic studies : the journal of the National Association of Interdisciplinary Ethnic Studies
"19440057
","9440049
",Explorations in ethnic studies : the journal of the National Association of Interdisciplinary Ethnic Studies
"16124677
","6124669
",European journal of forest research
"
","8635407
",European journal of forest research
"17553784
","7553776
",European journal of forest research
"19401744
","9401736
",European journal of forest research
"
","5594491
",The Wilson journal of ornithology
"19427905
","9427891
",The Wilson journal of ornithology
"15415856
",,The Wilson journal of ornithology
"1873457X
","2773791
",The Wilson journal of ornithology
"
","7169119
",The Wilson journal of ornithology
"19347987
","9347820
",The Wilson journal of ornithology
"22120289
","8659217
",The Wilson journal of ornithology
"
","0960179
",Connecticut state medical journal
"1527330X
","090820X
",Aesthetic surgery journal
"19359780
","9359772
",Aesthetic surgery journal
"14401630
","0450766
",Australian occupational therapy journal
"17474132
","7474124
",Australian occupational therapy journal
"14609584
","2687731
",Foot and ankle surgery : official journal of the European Society of Foot and Ankle Surgeons
"15562891
","547769X
",Foot and ankle surgery : official journal of the European Society of Foot and Ankle Surgeons
"15550273
","5550265
",International journal of sports physiology and performance
"16787765
","6787757
",International journal of sports physiology and performance
"17513766
","7513758
",International journal of sports physiology and performance
"15329283
","3608592
",International journal of sports physiology and performance
"1876861X
","9345925
",International journal of sports physiology and performance
"18025307
","862495X
",International journal of sports physiology and performance
"19353456
","9330219
",International journal of sports physiology and performance
"1933690X
","9336896
",International journal of sports physiology and performance
"22124012
","8722083
",International journal of sports physiology and performance
"22123431
","8722156
",International journal of sports physiology and performance
"
","872213X
",International journal of sports physiology and performance
"22124020
","8722105
",International journal of sports physiology and performance
"18069339
","1007203
",International journal of sports physiology and performance
"1559713X
","5592332
",Simulation in healthcare : journal of the Society for Simulation in Healthcare
"17539455
","7539447
",Simulation in healthcare : journal of the Society for Simulation in Healthcare
"17534666
","7534658
",Simulation in healthcare : journal of the Society for Simulation in Healthcare
"14765829
","4765810
",Simulation in healthcare : journal of the Society for Simulation in Healthcare
"17455065
","7455057
",Simulation in healthcare : journal of the Society for Simulation in Healthcare
"17549981
","7549973
",Simulation in healthcare : journal of the Society for Simulation in Healthcare
"17517915
",,Simulation in healthcare : journal of the Society for Simulation in Healthcare
"15965996
",,Tropical journal of pharmaceutical research : TJPR
"17585996
",,Tropical journal of pharmaceutical research : TJPR
"22124039
","8722113
",Tropical journal of pharmaceutical research : TJPR
"
","0030034
",Zhongguo gu shang = China journal of orthopaedics and traumatology
"11773901
",,Zhongguo gu shang = China journal of orthopaedics and traumatology
"11773928
",,Zhongguo gu shang = China journal of orthopaedics and traumatology
"1654661X
",,Zhongguo gu shang = China journal of orthopaedics and traumatology
"
","0521372
",P & T : a peer-reviewed journal for formulary management
"19420889
",,P & T : a peer-reviewed journal for formulary management
"
","554169X
",P & T : a peer-reviewed journal for formulary management
"15987876
","0053711
",P & T : a peer-reviewed journal for formulary management
"
",,P & T : a peer-reviewed journal for formulary management
"20536186
","0316873
",The Pharmaceutical journal
"1955205X
","9552068
",HFSP journal
"19755937
",,HFSP journal
"
","8646417
",HFSP journal
"19696213
","774024X
",EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology
"18660452
",,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology
"10290435
","8927022
",EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology
"
","752458X
",EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology
"
","0925632
",The American journal of roentgenology and radium therapy
"19359764
","9359756
",The American journal of roentgenology and radium therapy
"
",,The American journal of roentgenology and radium therapy
"
","9541446
",The European journal of cognitive psychology
"15733351
","0530797
",Dreaming : journal of the Association for the Study of Dreams
"
","6078047
",The Kuwait medical journal : KMJ : the official journal of the Kuwait Medical Association
"
","0396028
",The Kuwait medical journal : KMJ : the official journal of the Kuwait Medical Association
"14240556
","4229528
",The Kuwait medical journal : KMJ : the official journal of the Kuwait Medical Association
"
","5378276
",The Kuwait medical journal : KMJ : the official journal of the Kuwait Medical Association
"2379190X
","5206149
",The Kuwait medical journal : KMJ : the official journal of the Kuwait Medical Association
"
","7468841
",The Kuwait medical journal : KMJ : the official journal of the Kuwait Medical Association
"18611680
",,"Brains, minds & media : journal of new media in neural and cognitive science and education"
"15579891
","5579883
",American journal of men's health
"
","871403X
",American journal of men's health
"19371217
","9371209
",International journal of cognitive therapy
"11776250
",,International journal of cognitive therapy
"11775483
","1775467
",International journal of cognitive therapy
"19393806
","9393792
",Autism research : official journal of the International Society for Autism Research
"1876746X
","7562392
",Autism research : official journal of the International Society for Autism Research
"2093758X
","0053673
",Autism research : official journal of the International Society for Autism Research
"
","8750443
",Autism research : official journal of the International Society for Autism Research
"
","3406253
",Autism research : official journal of the International Society for Autism Research
"
","5519295
",Autism research : official journal of the International Society for Autism Research
"23294051
","9391412
",Autism research : official journal of the International Society for Autism Research
"
","9391234
",Autism research : official journal of the International Society for Autism Research
"
","362546X
",Autism research : official journal of the International Society for Autism Research
"
","5501876
",International journal of information and communication technology education : an official publication of the Information Resources Management Association
"
","0383872
",International journal of information and communication technology education : an official publication of the Information Resources Management Association
"
","439755X
",International journal of information and communication technology education : an official publication of the Information Resources Management Association
"
","732118X
",International journal of information and communication technology education : an official publication of the Information Resources Management Association
"16893530
","8674361
",International journal of information and communication technology education : an official publication of the Information Resources Management Association
"
","3590294
",International journal of information and communication technology education : an official publication of the Information Resources Management Association
"
","8999457
",International journal of imaging systems and technology
"10290478
","0610278
",International journal of imaging systems and technology
"15390705
","5222179
",Journal of hospice and palliative nursing : JHPN : the official journal of the Hospice and Palliative Nurses Association
"
","2798304
",Journal of hospice and palliative nursing : JHPN : the official journal of the Hospice and Palliative Nurses Association
"
","5544974
",Journal of hospice and palliative nursing : JHPN : the official journal of the Hospice and Palliative Nurses Association
"15560368
","556035X
",Journal of hospice and palliative nursing : JHPN : the official journal of the Hospice and Palliative Nurses Association
"13616439
","9601317
",Journal of hospice and palliative nursing : JHPN : the official journal of the Hospice and Palliative Nurses Association
"14671131
","4603969
",Journal of hospice and palliative nursing : JHPN : the official journal of the Hospice and Palliative Nurses Association
"15287505
","5287483
",Journal of hospice and palliative nursing : JHPN : the official journal of the Hospice and Palliative Nurses Association
